5467,7;3862,3;1605,4;70,6;29,4
4692,6;4098,4;594,3;87,3;12,7
7022,3;5852,6;1169,7;83,3;16,7
6145,7;5009,6;1136,0;81,5;18,5
7255,8;5165,3;2090,5;71,2;28,8
6506,6;4809,3;1697,3;73,9;26,1
14311,4;8409,1;5902,3;58,8;41,2
3536,5;2812,0;724,6;79,5;20,5
7209,0;5018,4;2190,6;69,6;30,4
77507,2;55895,9;21611,2;72,1;27,9
2194,4;1698,6;495,7;77,4;22,6
5658,4;3754,3;1904,1;66,3;33,7
3021,8;2253,5;768,2;74,6;25,4
3136,7;2677,2;459,5;85,4;14,6
16358,6;14714,5;1644,1;89,9;10,1
9022,8;7872,4;1150,4;87,3;12,7
5331,9;4194,3;1137,6;78,7;21,3
1522663,8;1035897,9;486765,9;68,0;32,0
3963,6;3141,5;822,1;79,3;20,7
8703,4;6329,2;2374,2;72,7;27,3
6768,0;5473,2;1294,8;80,9;19,1
7066,4;5215,7;1850,7;73,8;26,2
4513,6;3706,4;807,2;82,1;17,9
14646,9;8516,8;6130,1;58,1;41,9
5914,0;4756,0;1158,0;80,4;19,6
2840,9;2310,0;530,9;81,3;18,7
1832,0;1607,5;224,5;87,7;12,3
119342,2;85513,2;33829,0;71,7;28,3
1069,3;890,8;178,5;83,3;16,7
536,6;403,7;132,9;75,2;24,8
6191,1;4295,2;1895,9;69,4;30,6
20068,1;16364,8;3703,4;81,5;18,5
36176,8;28511,9;7664,9;78,8;21,2
10521,7;6560,2;3961,5;62,3;37,7
15011,9;12489,9;2522,0;83,2;16,8
1637,8;1140,4;497,4;69,6;30,4
1047,7;982,2;65,5;93,7;6,3
1065,9;1012,4;53,5;95,0;5,0
1093,0;1053,2;39,8;96,4;3,6
738,1;629,0;109,1;85,2;14,8
1153,6;990,4;163,1;85,9;14,1
1568,7;1451,6;117,1;92,5;7,5
8245,6;6290,3;1955,3;76,3;23,7
22335,7;16533,3;5802,5;74,0;26,0
2113,2;1897,3;215,9;89,8;10,2
2243,8;1917,4;326,5;85,5;14,6
35476,7;26452,4;9024,3;74,6;25,4
8683,6;6855,9;1827,6;79,0;21,0
2668,8;2061,4;607,4;77,2;22,8
18555,0;14003,3;4551,7;75,5;24,5
4138,6;3449,1;689,4;83,3;16,7
27844,3;21588,6;6255,7;77,5;22,5
8728,3;6571,3;2157,0;75,3;24,7
3779,2;3131,0;648,2;82,8;17,2
43643,5;36459,7;7183,8;83,5;16,5
11492,0;9610,1;1881,9;83,6;16,4
4853,0;3936,3;916,7;81,1;18,9
2248,1;1952,6;295,6;86,9;13,1
35785,4;28655,3;7130,1;80,1;19,9
56887,3;37534,7;19352,6;66,0;34,0
29005,6;23704,8;5300,8;81,7;18,3
903,0;737,0;166,1;81,6;18,4
750,7;676,9;73,8;90,2;9,8
2806,3;2425,1;381,1;86,4;13,6
7434,7;5958,7;1476,1;80,1;19,9
21425,5;14445,8;6979,6;67,4;32,6
15566,4;13043,1;2523,3;83,8;16,2
8953,8;7434,2;1519,5;83,0;17,0
30716,4;25268,2;5448,2;82,3;17,7
8875,3;5624,8;3250,5;63,4;36,6
8112,4;6173,1;1939,3;76,1;23,9
3198,9;2767,1;431,9;86,5;13,5
10748,3;8719,3;2029,0;81,1;18,9
3601,4;3000,4;601,0;83,3;16,7
3353,2;2892,8;460,4;86,3;13,7
12344,2;9998,3;2345,9;81,0;19,0
8777,3;6873,2;1904,1;78,3;21,7
4302,8;3516,6;786,1;81,7;18,3
1958,6;1594,0;364,6;81,4;18,6
7935,7;7063,9;871,8;89,0;11,0
640,7;569,9;70,8;88,9;11,1
950,6;794,6;156,1;83,6;16,4
